seri,model,titles,year,km,color,prices,date,Il,Ilce,id,km_median,km / median
Taycan,Turbo S,2020PORSCHE TAYCAN TURBO S,2020,25000,Gri,8000000,2023-04-05,İstanbul,Pendik,40,29000.0,0.8620689655172413
Taycan,4S Performance Plus,Sahibinden 2021 4S P+ Bayi 3 Yıl Garanti Hatasız,2021,6950,Gümüş Gri,5850000,2023-04-05,İstanbul,Kadıköy,40,25000.0,0.278
911,Carrera S,ER OTO 2012 PORSCHE 911 CARRERA S CABRİO VERGİ BARIŞLI,2012,101300,Beyaz,6150000,2023-04-05,İstanbul,Üsküdar,40,76450.0,1.3250490516677567
Panamera,Panamera 4S,GARAGE BURSA PORSCHE PANAMERA 4S SPORT DİZAYN+PDK+SPOR EGSOZ,2020,22500,Beyaz,10400000,2023-04-05,Bursa,Nilüfer,21,33784.0,0.6659957376272791
Taycan,Turbo,DOGUS CIKISLI TAYCAN TURBO LACIVERT ICI KIRMIZI HATASIZ,2021,14500,Lacivert,6750000,2023-04-04,Ankara,Çankaya,7,22658.0,0.6399505693353341
Taycan,Turbo S,ALKAN AŞ 2021 TAYCAN TURBO S-BURMESTER-YOLCU EKRANI-ARKA AKS-FUL,2021,6950,Füme,7150000,2023-04-04,Ankara,Gölbaşı,7,39891.5,0.1742225787448454
Panamera,Panamera S,İNTİKAL MOTORS' 2010 PORSCHE PANAMERA S BAYİ ÇIKIŞLI...,2010,135000,Beyaz,3350000,2023-04-04,İstanbul,Bağcılar,40,142000.0,0.9507042253521126
Panamera,Panamera Diesel,HATASIZ 2012 PORSHE PANERAMA TAM ÖTV,2012,260000,Beyaz,2660000,2023-04-04,Hatay,Antakya,37,205000.0,1.2682926829268293
Taycan,Turbo,"DOKTORDAN, İLK SAHİBİNDEN, HATASIZ,BAYİ ÇIKIŞLI, DOLU + TURBO...",2021,16000,Gümüş Gri,7750000,2023-04-04,Bursa,Nilüfer,21,22658.0,0.7061523523700238
Panamera,Panamera 4S Diesel,PANAMERA 4S DİESEL 422 HP V8 BAYİ ÇIKIŞLI HATASIZ,2016,73000,Füme,8950000,2023-04-04,Aksaray,Merkez,5,73000.0,1.0
Panamera,Panamera 4,BAYİ/ÖZEL RENK/BOSE/TUBİ/C­HRONO/MARSHALA-B­EJ/VAKUM/ELK.BGJ,2011,178000,Bordo,3000000,2023-04-04,İstanbul,Başakşehir,40,170000.0,1.0470588235294118
Panamera,Panamera Diesel,GÖKTAŞ AUTO 2012 MODEL PORSCHE PANAMERA GTS TAMPON-ISITMA-AİR,2012,160000,Gri,2675000,2023-04-04,İzmir,Bornova,41,205000.0,0.7804878048780488
Panamera,Panamera 4,"""BEKERECi'den Panamera 4, Multimedia, Carbon, iÇi Bej, 300Hp...",2011,165000,Siyah,2200000,2023-04-04,Gaziantep,Şehitkamil,33,170000.0,0.9705882352941176
Taycan,4S Performance Plus,Venisa'dan TAYCAN 4S PERFORMANCE PLUS Sport Chrono+Arka Aks,2020,16500,Beyaz,4935000,2023-04-04,İstanbul,Ataşehir,40,22000.0,0.75
Taycan,Turbo S,YENİKÖY MOTORS 2020 PORSCHE TAYCAN TURBO S- KARBON - BOSE - BAYİ,2020,8000,Siyah,7150000,2023-04-04,İstanbul,Sarıyer,40,29000.0,0.27586206896551724
Panamera,Panamera 4,KUPON AUTO'dan HATASIZ/BOYASIZ /TRAMERSİZ/BAYİİ /MARSHALA/VAKUM,2011,158900,Beyaz,3000000,2023-04-04,Kastamonu,Merkez,46,170000.0,0.9347058823529412
Panamera,Panamera Diesel,2014_LED MATRIX_AIRMATIC_CRO­NO_BOSE_CARBON_RED EDITION_300 HP,2014,144000,Siyah,4037500,2023-04-04,İstanbul,Üsküdar,40,155000.0,0.9290322580645162
Panamera,Panamera Diesel,AKTAR'AUTO' 2012 PORSCHE PANAMERA KOLTUK ISITMA+SOĞU­TMA+PUSULA,2012,198000,Siyah,2900000,2023-04-04,İstanbul,Esenyurt,40,205000.0,0.9658536585365853
Taycan,4S Performance Plus,2020 MODEL HATASIZ TAYCAN 4S PERFORMANCE PLUS 5000 KM DE,2020,5000,Beyaz,4995000,2023-04-04,Antalya,Aksu,8,22000.0,0.22727272727272727
Panamera,Panamera Diesel,GTS KEYLESS SOĞUTMA CHRONO TV AIR PUSULA V. BARIŞ TAKSİT İMKANI,2012,330000,Beyaz,2390000,2023-04-04,İzmir,Gaziemir,41,205000.0,1.6097560975609757
Taycan,4S Performance Plus,KMR MOTORS 2022 PORSCHE TAYCAN 4S PERFORMANCE PLS BOSE SGTM BAYİ,2022,9000,Gümüş Gri,6295000,2023-04-04,İstanbul,Bağcılar,40,9384.0,0.959079283887468
Panamera,Panamera 4,TR TEK LAFTA DEĞİL,2011,155000,Beyaz,2750000,2023-04-04,Gaziantep,Şehitkamil,33,170000.0,0.9117647058823529
911,Turbo,TK motors - 2002 PORSCHE 911 TURBO (996/2),2002,106500,Siyah,4250000,2023-04-04,İstanbul,Bahçelievler,40,106500.0,1.0
911,Carrera Targa,TK motors - 1997 PORSCHE 911 TARGA (993/2),1997,52000,Gümüş Gri,10050000,2023-04-04,İstanbul,Bahçelievler,40,52000.0,1.0
911,Carrera 4,TK motors- 1997 PORSCHE 911 CABRİO CARRERA 4 (993/2),1997,24000,Gümüş Gri,10050000,2023-04-04,İstanbul,Bahçelievler,40,24000.0,1.0
718,Boxster,BAYİİ/LACİVERT TENTE/2018 718 BOXSTER CABRİO/ISITMA/12.000 KM,2018,12000,Gri,4375000,2023-04-04,İstanbul,Bağcılar,40,19875.0,0.6037735849056604
Panamera,Panamera 4S,VEGA' 2013 PANAMERA 4S 420HP BOYASZ 75.000KM MAKYAJLI-BAYİ-FULL+,2013,75000,Siyah,4950000,2023-04-04,İstanbul,Avcılar,40,75000.0,1.0
Panamera,Panamera 4S,VİENNA MOTORS'DAN HATASIZ BAYİ FACELİFT 4S VAKUM SOĞUTMA ISITMA,2012,165000,Beyaz,3850000,2023-04-04,İzmir,Güzelbahçe,41,140000.0,1.1785714285714286
911,Carrera 4S,HATASIZ-BOYAS­IZ-TRAMERSİZ - VERGİ BARIŞLI 911 CABRİO 4S,2013,54000,Beyaz,7650000,2023-04-04,Ankara,Yenimahalle,7,54632.0,0.9884316883877581
Panamera,Panamera Diesel,LİON MOTORS-2013 PANAMERA 3.0-SGTM-4BLGE-BO­SE-AİRMTC-V.BRŞLI,2013,250000,Beyaz,2799500,2023-04-04,İstanbul,Kadıköy,40,178000.0,1.404494382022472
Cayman,Cayman,GARANTİLİ DOĞUŞ ÇIKIŞLI 2015 KIRMIZI CAYMAN,2015,78000,Kırmızı,4050000,2023-04-04,İstanbul,Ataşehir,40,105000.0,0.7428571428571429
Panamera,Panamera Diesel,175 KM DE BOSS SES SİSTEMİ 4 BÖLGE ISITMA SOĞUTMA VS VS,2012,175000,Beyaz,3100000,2023-04-04,Eskişehir,Odunpazarı,32,205000.0,0.8536585365853658
Panamera,Panamera 4S,PANAMERA 4S 2 YIL GARANTİLİ DOĞUŞ BAYİ ÇIKIŞLI,2016,79000,Beyaz,9650000,2023-04-04,Sivas,Merkez,72,79000.0,1.0
911,Carrera 4S,2021 PORSCHE 911 CARRERA 4S PDK-LIFT-SO ĞUTMA-SPOR EGZOZ-RADAR,2021,25000,Siyah,13750000,2023-04-04,İstanbul,Bağcılar,40,25000.0,1.0
Panamera,Panamera Diesel,Porshe Panamera 3.0 DİZEL,2013,245000,Siyah,3350000,2023-04-04,Kırklareli,Lüleburgaz,50,178000.0,1.3764044943820224
Panamera,Panamera 4S,ULUS MOTORS 2021 PORSCHE PANAMERA 4S - ARKA AKS - 6.060 KM,2021,6060,Füme,10500000,2023-04-04,İstanbul,Beşiktaş,40,14000.0,0.4328571428571429
Panamera,Panamera Diesel,BEST OTODAN BAYİ ÇIKIŞLI YENİ KASA MAKYAJLI PANAMERA HATASIZ,2013,215000,Siyah,3470000,2023-04-04,İstanbul,Bağcılar,40,178000.0,1.2078651685393258
Panamera,Panamera Diesel,Hatasız boyasız tramersiz..,2012,228120,Siyah,2750000,2023-04-04,Kahramanmaraş,Afşin,42,205000.0,1.1127804878048781
Boxster,Boxster,HATASIZ BOYASIZ TRAMERSİZ FULL YETKİLİ SERVİS BAKIMLI,2014,153000,Beyaz,2850000,2023-04-04,İstanbul,Kartal,40,153000.0,1.0
Boxster,Boxster,-EMA LUXURY'DEN-2014 BAYİ HATASIZ 55.000 KM ÖZEL RENK+ISITMA..!,2014,55000,Lacivert,3350000,2023-04-04,Bursa,Nilüfer,21,153000.0,0.35947712418300654
Boxster,Boxster,Red Porsche Cabro,2017,72000,Kırmızı,3650000,2023-04-04,Antalya,Kepez,8,72000.0,1.0
Panamera,Panamera 4S Diesel,''''GARDEN'''' 2017 PANAMERA 4S DIESEL MULTIMEDIA BOSE,2017,25120,Beyaz,9750000,2023-04-03,İstanbul,Ataşehir,40,99000.0,0.25373737373737376
Panamera,Panamera 4S Diesel,BOYASIZ 4S DİZEL AİR ISITMA SOĞUTMA VAKUM İÇİ KIRMIZI ARKA AKS,2017,125000,Siyah,8550000,2023-04-03,Antalya,Kepez,8,99000.0,1.2626262626262625
Taycan,4S Performance Plus,TAYCANIN DOĞUŞ GARANTİLİ EN DOLUSU,2020,40000,Beyaz,5400000,2023-04-03,İstanbul,Başakşehir,40,22000.0,1.8181818181818181
Panamera,Panamera Diesel,YENİ KASA PORSCHE PANAMERA 3.0 D HATASIZ BOYASIZ...,2013,105000,Beyaz,4050000,2023-04-03,Kocaeli,İzmit,52,178000.0,0.5898876404494382
Panamera,Panamera Diesel,2013 MAKYAJLI PORSCHE PANAMERA 3.0 DİESEL **EĞLENCE PAKETLİ**,2013,165000,Beyaz,3750000,2023-04-03,İstanbul,Başakşehir,40,178000.0,0.9269662921348315
Panamera,Panamera Diesel,BAYİİ 2015 PORSCHE PANAMERA 3.0D KOL.ISITMA-SOĞUTMA PUSULA,2015,250000,Lacivert,3800000,2023-04-03,İstanbul,Kadıköy,40,136500.0,1.8315018315018314
Panamera,Panamera Diesel,OTOZEN GARAJ PORSCHE PANAMERA BAYİİ GARANTİLİ 175000 KM DİZEL,2012,175000,Beyaz,2930000,2023-04-03,Ankara,Çankaya,7,205000.0,0.8536585365853658
718,Cayman,DOĞUŞ CIKIŞLI DOĞUS BAKIMLI 20.GTS JANT CHRONA,2017,59000,Siyah,4300000,2023-04-03,İstanbul,Esenyurt,40,49000.0,1.2040816326530612
Taycan,Turbo,Sıfır gibi,2020,7000,Siyah,6700000,2023-04-03,İstanbul,Bakırköy,40,27000.0,0.25925925925925924
Panamera,Panamera Diesel,2012 MODEL PORSCHE PANAMERA DİESEL HATASIZ BOYASIZ DEĞİŞENSİZ,2012,215000,Beyaz,2950000,2023-04-03,Ankara,Keçiören,7,205000.0,1.048780487804878
Panamera,Panamera Diesel,Auto barok,2012,224000,Beyaz,3500000,2023-04-03,Bursa,İnegöl,21,205000.0,1.0926829268292684
Panamera,Panamera Diesel,SAHİBİNDEN 2013 BAYİ PANAMERA DİESEL,2013,223000,Siyah,3600000,2023-04-03,Antalya,Muratpaşa,8,178000.0,1.252808988764045
Panamera,Panamera Diesel,YENİ KASA MAKYAJLI VERGİ BARIŞLI TÜRKİYEDE EMSALİ YOK,2012,247000,Siyah,2550000,2023-04-03,Mersin,Toroslar,58,205000.0,1.2048780487804878
Panamera,Panamera 4,RichieRichie Cars 2011 PANAMERA 4 3.6 V6 BAYİİ BOYASIZ 60.000KM,2011,60000,Siyah,3249900,2023-04-03,İstanbul,Sarıyer,40,170000.0,0.35294117647058826
Boxster,Boxster,TANER MOTORS&İNŞAAT PORSCHE BOXSTER,2014,220000,Beyaz,4250000,2023-04-03,Antalya,Muratpaşa,8,153000.0,1.4379084967320261
Boxster,S,"HATASIZ BOYASIZ TRAMERSİZ Boxster S - 3,2 lt 285 hp + HARDTOP",2005,135000,Siyah,1877000,2023-04-03,İzmir,Gaziemir,41,135000.0,1.0
Panamera,Panamera 4S,CENKAR-PORSCHE PANEMARA 400 HP 4S V8 PDK BAYİ 2011,2011,168000,Siyah,2400000,2023-04-03,Ankara,Çankaya,7,133000.0,1.263157894736842
Taycan,4 Cross Turismo,2022 BAYİ 4CROSS/SPOR SES/21'JANT/BO­SE/AIRMATIC/SO ĞUTMA%18KDV'Lİ,2022,6200,Gri,6450000,2023-04-03,Afyonkarahisar,Merkez,0,25720.0,0.2410575427682737
Panamera,Panamera Diesel,SAHİBİNDEN BAYİ ÇIKIŞLI SERVİS BAKIMLI TEMİZ PANAMERA,2015,69000,Siyah,5750000,2023-04-03,İstanbul,Sultangazi,40,136500.0,0.5054945054945055
Panamera,Panamera 4,"-CGR MOTORS- PORSCHE PANAMERA 4 3.6 V6 BAYİ,CARBN,­PUSULA,LED FAR",2011,285000,Beyaz,2375000,2023-04-03,İstanbul,Sarıyer,40,170000.0,1.6764705882352942
Boxster,Boxster,| UNIQ AUTO | 2012 PORSCHE BOXSTER 2.7 PDK CHRONO SPORT PLUS,2012,59000,Siyah,2825000,2023-04-03,İstanbul,Ataşehir,40,59000.0,1.0
Taycan,4S Performance Plus,PORSCHE TAYCAN 2020 4S PERFORMANCE PLUS,2020,7500,Siyah,7000000,2023-04-03,Bursa,Mudanya,21,22000.0,0.3409090909090909
Panamera,Panamera Diesel,BAYİ ÇIKIŞLI BAYİ BAKIMLI HATASIZ BOYASIZ PORSCHE PANAMERA,2013,178000,Kahverengi,4000000,2023-04-03,İstanbul,Zeytinburnu,40,178000.0,1.0
Panamera,Panamera Diesel,BAYİÇIKIŞLI PANAMERA 92.000 KM HATASIZ BOYASIZ TRAMERSIZ,2014,92000,Siyah,4575000,2023-04-03,İstanbul,Bahçelievler,40,155000.0,0.5935483870967742
Panamera,Panamera Diesel,-NCR- PORSCHE PANAMERA 3.0 AİR-SOĞUTMA-PUSULA TAM DOLU,2012,252000,Beyaz,3050000,2023-04-03,Konya,Karatay,53,205000.0,1.2292682926829268
Boxster,S,Sahibinden Porsche Boxter S 3.2 Otomatik,2000,174000,Gümüş Gri,1215000,2023-04-03,İstanbul,Beşiktaş,40,140500.0,1.2384341637010676
Taycan,4S,AYTAÇ AUTO'DAN KEFİLSİZ EVRAKSIZ 20 DK DA KREDİ İMKANI.,2020,26000,Gri,5450000,2023-04-03,İstanbul,Güngören,40,30000.0,0.8666666666666667
Panamera,Panamera 4S,BT MOTORS PANAMERA 4S 4.8 V8 400 HP PDK BAYİ AIR CHRONO KARBON,2010,112000,Kahverengi,2490000,2023-04-03,İstanbul,Esenyurt,40,194000.0,0.5773195876288659
Taycan,4S Performance Plus,"DOĞUŞ GARANTİLİ,HATASIZ,4S P.PLUS,TRÜF,MAS­AJ,SOĞUTMA-ARKA AKS",2020,33000,Siyah,5550000,2023-04-03,Ankara,Çankaya,7,22000.0,1.5
911,Carrera S,| UNIQ AUTO | 2012 911 CARRERA S CHRONO BOSE CARPLAY 20'' BOYASZ,2012,59000,Siyah,5940000,2023-04-03,İstanbul,Ataşehir,40,76450.0,0.7717462393721386
Panamera,Panamera Diesel,KOYUNCU AUTO BAYİ 2015 PANAMERA DİESEL HATASIZ ORJİNAL TAM DOLU,2015,120000,Beyaz,4850000,2023-04-03,Mersin,Erdemli,58,136500.0,0.8791208791208791
Taycan,4S Performance Plus,SAHİBİNDEN 2020 ARKA AKS-YOLCU EKRANI- SPORT DESİGN-SOĞUTMA,2020,35000,Siyah,5175000,2023-04-03,İstanbul,Bakırköy,40,22000.0,1.5909090909090908
Panamera,Panamera Diesel,EKSPRES PLAZA'DAN 2012 PORSCHE PANAMERA 3.0 D DOĞUŞ ÇIKIŞLI,2012,210000,Siyah,2550000,2023-04-03,Gaziantep,Şehitkamil,33,205000.0,1.024390243902439
911,Carrera 4S,- YENİKÖY MOTORS İZMİR - 2013 PORSCHE 911 CARRERA 4S - CHRONO,2013,102000,Beyaz,6350000,2023-04-03,İzmir,Bayraklı,41,54632.0,1.8670376336213208
Panamera,Panamera Diesel,"2012 Panamera Diesel 160.000 KM (Isıtma,Soğutma)Full Estetik Hdy",2012,160000,Siyah,2800000,2023-04-03,Denizli,Merkezefendi,25,205000.0,0.7804878048780488
Panamera,Panamera Diesel,HK MOTORS//3.0 DİZEL//BAYİİ//İÇİ BEJ//PANAMERA//,2012,290000,Beyaz,2600000,2023-04-03,Kahramanmaraş,Afşin,42,205000.0,1.4146341463414633
Panamera,Panamera,-BUSINESS CLASS- 2021 Panamera 330ps - Vakum - Keyless - Chrono,2021,11000,Beyaz,8600000,2023-04-03,İzmir,Bayraklı,41,11000.0,1.0
Panamera,Panamera 4,BAYİ 2011 PANAMERA 3.6 4_SUNROOF_BOSE_GARAN­TI_59.000KM_HATASIZ,2011,59000,Beyaz,3295000,2023-04-03,İstanbul,Kadıköy,40,170000.0,0.34705882352941175
Taycan,4S Performance Plus,YENİKÖY MOTORS İZMİR - 2020 PORSCHE TAYCAN 4S - ARKA AKS - BOSE,2020,0,Beyaz,6100000,2023-04-03,İzmir,Bayraklı,41,22000.0,0.0
Taycan,4S Performance Plus,2020 PORSCHE TAYCAN 4S PERFORMANCE PLUS+SPORT CHRONO+ARKA AKS FL,2020,9000,Siyah,5990000,2023-04-03,İstanbul,Kadıköy,40,22000.0,0.4090909090909091
Panamera,Panamera Diesel,2013 PORSCHE PANAMERA DİESEL AİRMATİC+ISI­TMA+SOĞUTMA,2013,219000,Beyaz,3480000,2023-04-03,Ankara,Keçiören,7,178000.0,1.2303370786516854
Panamera,Panamera Diesel,KARDAŞ MOTORS 2017 GÖRÜNÜM PANAMERA DİZEL EMSALSİZ,2012,235000,Siyah,3010000,2023-04-03,İstanbul,Pendik,40,205000.0,1.146341463414634
Panamera,Panamera 4S,MK MOTORSDAN 2012 BAYİ 37 BİN KM'DE PANAMERA 4S SOĞUTMA+BOSE,2012,37000,Siyah,3650000,2023-04-03,İstanbul,Bağcılar,40,140000.0,0.2642857142857143
Panamera,Panamera Diesel,KARACAK EXCLUSİVE'DEN BAYİ ÇIKIŞLI HATASIZ BOYASIZ TRAMERSİZ,2015,168000,Siyah,4820000,2023-04-03,Afyonkarahisar,Merkez,0,136500.0,1.2307692307692308
Panamera,Panamera Diesel,PORSCHE PANEMERA HATASIZ BOYASIZ BAYİ MAKYAJLI ISITMA-SOĞUTMA,2013,198000,Siyah,3840000,2023-04-03,Ankara,Çankaya,7,178000.0,1.1123595505617978
Panamera,Panamera Diesel,2017ÇIKIŞLI HATASIZ 300HP ISITMA SOĞUTMA KÖRNKTA KARBN FULL+FULL,2015,149000,Siyah,5075000,2023-04-03,İzmir,Buca,41,136500.0,1.0915750915750915
718,Cayman,9200 km-CarPlay-Ch­rono-Carrera Jant-Otomatik-2 yıl Ek Garanti,2020,9200,Kırmızı,4900000,2023-04-02,İzmir,Çiğli,41,44966.0,0.2045990303785082
911,Carrera 4S,-GARAGE 2008 PORSCHE 911 CARRERA 4S/BOSE/CHRONO/BAYİ,2008,68640,Siyah,3650000,2023-04-02,İstanbul,Beykoz,40,89574.0,0.766293790608882
Panamera,Panamera Diesel,2012 polş Panemera platinum editlon ful paket,2012,171000,Beyaz,3250000,2023-04-02,İzmir,Buca,41,205000.0,0.8341463414634146
Panamera,Panamera Diesel,2014 PANAMERA DİESEL BAYİ-CHRONO-CARBON-4­ISITMA-300HP-20JANT,2014,140000,Siyah,4050000,2023-04-02,Manisa,Salihli,56,155000.0,0.9032258064516129
Panamera,Panamera 4S,BT MOTORS 2011 PANAMERA 4S CRONO AIRMATIC SOĞUTMA VERGİ BARIŞLI,2011,125000,Beyaz,2590000,2023-04-02,İstanbul,Esenyurt,40,133000.0,0.9398496240601504
Taycan,Turbo S,2021 PORSCHE TAYCAN TURBO S BAYİ,2021,6500,Gümüş Gri,6900000,2023-04-02,Ankara,Etimesgut,7,39891.5,0.16294198012107844
911,Turbo S,GENÇLER PLAZA-2018-911 -TURBOS-BAYİ-9 .800KM-GARANTİ DVM-BURMESTER,2018,9800,Gri,15850000,2023-04-02,Ankara,Çankaya,7,27473.5,0.3567073725590114
Panamera,Panamera Diesel,2015 HATASIZ PORSCHE PANAMERA BAYİ ÇIKIŞLI DİESEL 300HP TAMDOLU,2015,140500,Beyaz,4290000,2023-04-02,İzmir,Gaziemir,41,136500.0,1.0293040293040292
911,Carrera 4 GTS,MARS CAR DAN 2022 CARRERA 4 GTS CABRIO-LFT-CAR­BN-SĞTM-SPREGZ %18,2022,0,Siyah,15950000,2023-04-02,İstanbul,Kadıköy,40,6100.0,0.0
Taycan,4S,Hatasız 2021 bayi,2021,35000,Beyaz,5900000,2023-04-02,İstanbul,Arnavutköy,40,27074.5,1.2927293209477553
Taycan,Turbo S,EXTRALI TURBO S HEADUP+BURMESTER­+AKS+OTONOM+SERA­MİK+SOĞUTMA+360*,2021,6100,Gri,10450000,2023-04-02,İstanbul,Üsküdar,40,39891.5,0.15291478134439668
Panamera,Panamera Diesel,Sahibinden Bakımları Yeni Yapılmış Makyajlı Kasa Panemare,2013,183500,Beyaz,3720000,2023-04-02,Antalya,Muratpaşa,8,178000.0,1.0308988764044944
Panamera,Panamera Diesel,HATASIZ BOYASIZ BAYİ MARSHALA 184.000 KMde GARAJ ARABASI,2012,184000,Beyaz,2975000,2023-04-02,İstanbul,Beykoz,40,205000.0,0.8975609756097561
718,Cayman,''ERN MOTORS''PORSCHE CAYMAN 2.0 PDK DOĞUŞ ÇIKIŞLI VE BAKIMLI,2020,18000,Gri,5150000,2023-04-02,İstanbul,Esenyurt,40,44966.0,0.40030245074055953
718,Cayman,EMA MOTORS''2017 BAYİ 718 CAYMAN CHRONO SPOR EGZOZ HATASIZ PDK,2017,39000,Gri,4119900,2023-04-02,İstanbul,Silivri,40,49000.0,0.7959183673469388
Panamera,Panamera Diesel,2012 PORSHE PANAMERA DİESEL HATASIZ BOYASIZ TAM ÖTV,2012,310000,Beyaz,2600000,2023-04-02,Ankara,Keçiören,7,205000.0,1.5121951219512195
Panamera,Panamera Diesel,2015 MODEL 165BİN KM ISITMA SOĞUTMA PUSULA İÇİ KIRMIZI BAYİ,2015,167000,Beyaz,3400000,2023-04-02,İstanbul,Bağcılar,40,136500.0,1.2234432234432235
Panamera,Panamera Diesel,BAYİİ 2013/7. AY ÇIKIŞLI 70 BİN KM'DE 4 BÖLGE KLİMA+BOSE,2012,70000,Siyah,3515000,2023-04-02,İzmir,Kemalpaşa,41,205000.0,0.34146341463414637
Taycan,4S Performance Plus,2021 MODEL BOYASIZ CAM TAVAN 571 BG,2021,29000,Gri,5050000,2023-04-02,Batman,Merkez,14,25000.0,1.16
Panamera,Panamera Turbo,BAYİ ÇIKIŞ PANAMERA TURBO V8 500 HP TECHART+SERAM İK+AIR+CHRONO,2010,66000,Gri,3986900,2023-04-02,İstanbul,Esenyurt,40,120000.0,0.55
Panamera,Panamera Diesel,VİP OTO'DAN 2012 MODEL PORSCHE PANAMERA DİZEL BAYİ ÇIKIŞLI,2012,258000,Beyaz,2820000,2023-04-02,Ankara,Akyurt,7,205000.0,1.2585365853658537
Panamera,Panamera 4 E-Hybrid,ICARUS MOTORS PORSHE PANAMERA 4E HYBRID/ MASAJ/SPORT DESIGN,2021,6100,Siyah,11550000,2023-04-02,İstanbul,Avcılar,40,20218.0,0.30171134632505686
Taycan,Turbo S,mindusMOTORS TAYCAN TURBO S 760 HP KARBON SPORT DESİGN SERAMİK,2021,16500,Kırmızı,8990000,2023-04-02,İstanbul,Esenyurt,40,39891.5,0.41362194953812215
Taycan,4 Cross Turismo,CİO MOTORS TAYCAN 4 CROSS 476 HP AİR- CHRONO-SOUND-ISI POM-21JNT,2022,6750,Beyaz,6750000,2023-04-02,İzmir,Bornova,41,25720.0,0.26244167962674964
Panamera,Panamera Diesel,ÖZEL PLAKA VE SAHİBİNDEN,2012,270000,Siyah,2950000,2023-04-02,Ankara,Etimesgut,7,205000.0,1.3170731707317074
Panamera,Panamera Diesel,"ARS MOTORS PORSCHE PANAMERA,SOĞUTMA,A İR,NAVİ,BOSE,FULL",2012,240000,Beyaz,2475000,2023-04-02,Bursa,Nilüfer,21,205000.0,1.170731707317073
Panamera,Panamera Diesel,2012 MODEL HATASIZ BAYİ PANAMERA 3.0 DİZEL İÇİ BEJ,2012,230000,Beyaz,2620000,2023-04-02,Ankara,Altındağ,7,205000.0,1.1219512195121952
Taycan,4S Performance Plus,Yaşarlar Galeri Farkıyla..TAYCAN SPORT DESİNG 21 JANT İÇ KIRMIZI,2020,19000,Beyaz,7000000,2023-04-02,Konya,Karatay,53,22000.0,0.8636363636363636
Panamera,Panamera 4,PORSCHE PANAMERA 4 BAYİİ BOSE-ISITMA HATASIZ BOYASIZ FULL+PAKET,2012,175000,Siyah,3050000,2023-04-02,Yalova,Merkez,79,175000.0,1.0
Taycan,Turbo S,YETKİLİ BAYİDEN ŞİMDİ AL 3AY SONRA ÖDE KAMPANYALI PORSCHE TAYCAN,2020,11000,Beyaz,6600000,2023-04-01,İzmir,Bornova,41,29000.0,0.3793103448275862
Panamera,Panamera Diesel,2015 BAYİ PORSCHE PANAMERA DIESEL 44.500 KM+NAVİ+BOS­E+SOĞUTMA+,2015,44500,Beyaz,6650000,2023-04-01,İzmir,Gaziemir,41,136500.0,0.326007326007326
Panamera,Panamera Diesel,KSB OTOMOTİV- DOĞUŞ ÇIKIŞLI HATASIZ 2014 PORSCHE PANAMERA DİESEL,2014,163000,Kahverengi,4070000,2023-04-01,Sakarya,Serdivan,66,155000.0,1.0516129032258064
Panamera,Panamera Diesel,2012 PORSCHE PANAMERA DİESEL HATASIZ BOYASIZ BAYİİ ÇIKIŞLI,2012,268000,Gri,2640000,2023-04-01,Ankara,Çankaya,7,205000.0,1.3073170731707318
Panamera,Panamera Diesel,BOSE-CARBON-4KOLTUK ISITMA-SOĞU­TMA-EĞLENCE PAKETİ-MAKAM-,2012,223000,Beyaz,2899000,2023-04-01,Batman,Merkez,14,205000.0,1.0878048780487806
Panamera,Panamera Diesel,DEMİRHAN'DAN 2014 PORSCHE PANAMERA 300HP BOSE PUSULA BAYİ,2014,199000,Beyaz,3675000,2023-04-01,Denizli,Pamukkale,25,155000.0,1.2838709677419355
Panamera,Panamera 4,//EMİN OTO DAN \\ PORŞ PANEMERA GTS TAM DOLU BAYİ,2011,250000,Beyaz,2350000,2023-04-01,Bingöl,Merkez,17,170000.0,1.4705882352941178
Cayman,Cayman,KAYZEN'DEN PORSCHE CAYMAN BAYİ ORİJİNAL 68 KM SİYAH-BEJ FULL...,2013,68000,Siyah,2290000,2023-04-01,İstanbul,Bağcılar,40,85000.0,0.8
Panamera,Panamera Diesel,!!2012 PORSCHE PANAMERA 3.0d/BAYİ/PLATINIUM EDİTION!!,2012,278000,Beyaz,2980000,2023-04-01,Sakarya,Erenler,66,205000.0,1.3560975609756099
Panamera,Panamera Diesel,MAKYAJLI TAM DOLU VERGİ BARIŞLI HATASIZ BOYASIZ İÇİ BEJ,2014,155000,Beyaz,4250000,2023-04-01,İzmir,Bayraklı,41,155000.0,1.0
911,Carrera S,PORSCHE 911 CARRERA S PDK HATASIZ VERGİ BARIŞLI,2012,78000,Siyah,5260000,2023-04-01,İstanbul,Kağıthane,40,76450.0,1.0202746893394374
Boxster,Boxster,2014 PORSCHE ORJİNAL SARI BOXSTER 51.000 KM HATASIZ,2014,51000,Sarı,3350000,2023-04-01,İzmir,Karşıyaka,41,153000.0,0.3333333333333333
Panamera,Panamera Diesel,TARGET MOTORS 2014 PORSCHE PANAMERA 3.0 D TİPTRONİC HATASIZ,2014,160000,Siyah,4250000,2023-04-01,İstanbul,Beşiktaş,40,155000.0,1.032258064516129
